,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,C01,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10,D11,D12,E01,E02,E03,E04,E05,E06,E07,E08,E09,E11,E12,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,H01,H02,H03,H04,H05,H07,H09,H11,H12
147,3,3,4,3,3,2,3,2,2,2,2,2,2,2,12,4,2,2,4,2,3,3,2,2,3,,2,2,3,4,2,3,2,2,2,3,3,3,2,2,2,,2,4,2,12,3,1,3,3,2,3,2,2,2,4,2,3,2,3,3,2,3,2,3,3,3,3,2,6,3,2,3,2,3,4,3,5,4,2,2,4,2,3,2,2,2,,2,2,2
148,3,3,4,3,3,2,3,2,2,2,2,2,2,2,12,4,2,2,4,2,2,3,2,2,3,,2,2,3,3,2,3,2,2,2,3,3,3,2,2,2,,2,4,2,12,3,1,3,3,2,3,2,2,2,4,2,3,2,3,3,2,3,2,3,3,3,3,2,6,3,2,3,2,3,4,3,5,4,2,2,3,2,3,2,2,2,,2,2,2
149,3,3,3,3,3,2,3,2,2,2,2,2,2,2,12,4,2,2,4,2,2,3,2,2,3,,2,2,3,3,2,3,2,2,2,3,3,3,2,2,2,,2,4,2,12,3,1,3,3,2,3,2,2,2,4,2,3,2,3,3,2,3,2,3,3,3,3,2,6,3,2,3,2,3,4,3,5,4,2,2,3,2,3,2,2,2,,2,2,2
150,3,3,3,3,2,2,3,2,2,2,2,2,2,2,12,4,2,2,4,2,2,3,2,2,3,,2,2,3,3,2,3,2,2,2,3,3,3,2,2,2,,2,4,2,12,3,1,3,3,2,3,2,2,2,4,2,3,2,3,3,2,3,2,3,3,3,3,2,6,3,2,3,2,3,4,3,5,4,2,2,3,2,3,2,2,2,,2,2,2
151,3,3,3,3,2,2,3,2,2,2,2,2,2,2,12,4,2,2,4,2,2,3,2,2,3,,2,2,3,3,2,3,2,2,2,3,3,3,2,2,2,,2,4,2,12,3,1,3,3,2,3,2,2,2,4,2,3,2,3,3,2,3,2,3,3,3,3,2,6,3,2,3,2,3,4,3,5,4,2,2,3,2,3,2,2,2,,2,2,2
152,3,3,3,3,2,2,3,2,2,2,2,2,2,2,12,4,2,2,4,2,2,3,2,2,3,,2,2,3,3,2,3,2,2,2,3,3,3,2,2,2,,2,4,2,12,3,1,3,3,2,3,2,2,2,4,2,3,2,3,3,2,3,2,3,3,3,2,2,6,3,2,3,2,3,4,3,5,4,2,2,3,2,3,2,2,2,,2,2,2
153,3,3,3,3,2,2,3,2,2,2,2,2,2,2,12,4,2,2,4,2,2,3,2,2,3,,2,2,3,3,2,3,2,2,2,3,3,3,2,2,2,,2,4,2,11,3,1,3,3,2,3,2,2,2,4,2,3,2,3,3,2,3,2,3,3,3,2,2,6,3,2,3,2,3,4,3,4,4,2,2,3,2,3,2,2,2,,2,2,2
154,3,3,3,3,2,2,3,2,2,2,2,2,2,2,11,4,2,2,4,2,2,3,2,2,3,,2,2,3,3,2,3,2,2,2,3,3,3,2,2,2,,2,4,2,11,3,1,3,3,2,3,2,2,2,4,2,3,2,3,3,2,3,2,3,3,3,2,2,6,3,2,3,2,3,4,3,4,4,2,2,3,2,3,2,2,2,,2,2,2
155,3,3,3,3,2,2,3,2,2,2,2,2,2,2,11,4,2,2,4,2,2,3,2,2,3,,2,2,3,3,2,3,2,2,2,3,3,3,2,2,2,,2,4,2,11,3,1,3,3,2,3,2,2,2,4,2,3,2,3,3,2,3,2,3,3,3,2,2,6,3,2,3,2,3,4,3,4,4,2,2,3,2,3,2,2,2,,2,2,2
156,3,2,3,3,2,2,3,2,2,2,2,2,2,2,11,4,2,2,4,2,2,3,2,2,3,,2,2,3,3,2,3,2,2,2,3,3,3,2,2,2,,2,4,2,11,3,1,3,3,2,3,2,2,2,4,2,3,2,3,3,2,3,2,3,3,3,2,2,6,3,2,3,2,3,4,3,4,4,2,2,3,2,3,2,2,2,,2,2,2
157,3,2,3,3,2,2,3,2,2,2,2,2,2,2,11,4,2,2,4,2,2,3,2,2,3,,2,2,3,3,2,3,2,2,2,3,3,3,2,2,2,,2,4,2,10,3,1,3,3,2,3,2,2,2,4,2,2,2,3,3,2,3,2,3,3,3,2,2,6,3,2,3,2,3,3,3,4,4,2,2,3,2,3,2,2,2,,2,2,2
158,2,2,3,3,2,2,3,2,2,2,2,2,2,2,11,4,2,2,4,2,2,3,2,2,3,,2,2,3,3,2,3,2,2,2,3,3,3,2,2,2,,2,4,2,10,3,1,3,3,2,3,2,2,2,4,2,2,2,3,3,2,3,2,3,3,3,2,2,6,3,2,2,2,3,3,3,4,4,2,2,3,2,3,2,2,2,,2,2,2
159,2,2,3,3,2,2,3,2,2,2,2,2,2,2,11,4,2,2,4,2,2,3,2,2,3,,2,2,2,3,2,3,2,2,2,3,3,3,2,2,2,,2,4,2,10,3,1,3,3,2,3,2,2,2,4,2,2,2,3,3,2,3,2,3,3,3,2,2,6,3,2,2,2,3,3,3,4,4,2,2,3,2,3,2,2,2,,2,2,2
160,2,2,3,3,2,2,3,2,2,2,2,2,2,2,11,4,2,2,4,2,2,3,2,2,3,,2,2,2,3,2,3,2,2,2,3,3,3,2,2,2,,2,4,2,10,3,1,3,3,2,3,2,2,2,4,2,2,2,3,3,2,3,2,3,3,3,2,2,5,3,2,2,2,3,3,3,4,4,2,2,3,2,3,2,2,2,,2,2,2
161,2,2,3,3,2,2,3,2,2,2,2,2,2,2,10,4,2,2,4,2,2,2,2,2,3,,2,2,2,3,2,3,2,2,2,3,3,3,2,2,2,,2,4,2,10,3,1,3,3,2,3,2,2,2,4,2,2,2,3,3,2,3,2,3,3,3,2,2,5,3,2,2,2,3,3,3,4,4,2,2,3,2,3,2,2,2,,2,2,2
162,2,2,3,3,2,2,3,2,2,2,2,2,2,2,10,4,1,2,4,2,2,2,2,2,3,,2,2,2,3,2,3,2,2,2,3,3,3,2,2,2,,2,4,2,9,3,1,3,3,2,3,2,2,2,4,2,2,2,3,3,2,3,2,3,3,3,2,2,5,3,2,2,2,3,3,3,4,4,2,2,3,2,3,2,2,2,,2,2,2
163,2,2,3,3,2,2,3,2,2,2,2,2,2,2,10,4,1,2,4,2,2,2,2,2,3,,2,2,2,3,2,3,2,2,2,3,3,3,2,2,2,,2,4,2,9,3,1,3,3,2,3,2,2,2,4,2,2,2,3,3,2,3,2,3,3,3,2,2,5,3,2,2,2,3,3,3,4,4,2,2,3,2,3,2,2,2,,2,2,2
164,2,2,3,3,2,2,3,2,2,2,2,2,2,2,10,4,1,2,4,2,2,2,2,2,3,,2,2,2,3,2,3,2,2,2,3,3,3,2,2,2,,2,4,2,9,3,1,3,3,2,3,2,2,2,4,2,2,2,3,3,2,3,2,2,3,3,2,2,5,3,2,2,2,3,3,3,4,4,2,2,3,2,3,2,2,2,,2,2,2
165,2,2,3,3,2,2,3,2,2,2,2,2,2,2,10,4,1,2,4,2,2,2,2,2,3,,2,2,2,3,2,3,2,2,2,3,3,3,2,2,2,,2,4,2,9,3,1,3,3,2,3,2,2,2,4,2,2,2,2,2,2,3,2,2,3,3,2,2,5,3,2,2,2,3,3,3,4,4,2,2,3,2,3,2,2,2,,2,2,2
166,2,2,3,3,2,2,3,2,2,2,2,2,2,2,10,4,1,2,4,2,2,2,2,2,3,,2,2,2,3,2,3,2,2,2,3,3,3,2,2,2,,2,4,2,9,3,1,3,3,2,3,2,2,2,4,2,2,2,2,2,1,3,2,2,3,3,2,2,5,3,2,2,2,3,3,3,4,4,2,2,3,2,3,2,2,2,,2,2,2
167,2,2,3,3,2,2,3,2,2,2,2,2,2,2,9,4,1,2,4,2,2,2,2,2,3,,2,2,2,3,2,3,2,2,2,3,3,3,2,2,2,,2,4,2,9,3,1,3,3,2,3,2,2,2,4,2,2,2,2,2,1,3,2,2,3,3,2,2,5,3,2,2,2,3,3,3,4,4,2,2,3,2,3,2,2,2,,2,2,2
168,2,2,3,3,2,2,3,2,2,2,2,2,2,2,9,4,1,2,4,2,2,2,2,2,3,,2,2,2,3,2,3,2,2,2,3,3,3,2,2,2,,2,4,2,9,3,1,3,3,2,3,2,2,2,4,2,2,2,2,2,1,3,2,2,3,3,2,2,5,3,2,2,2,3,3,3,4,4,2,2,3,2,3,2,2,2,,2,2,2
169,2,2,3,3,2,2,3,2,2,2,2,2,2,2,9,4,1,2,4,2,2,2,2,2,3,,2,2,2,3,2,3,2,2,2,2,3,3,2,2,2,,2,4,2,9,3,1,3,2,2,3,2,2,2,3,2,2,2,2,2,1,3,2,2,3,3,2,2,5,3,2,2,2,3,3,3,4,4,2,2,3,2,3,2,2,2,,2,2,2
170,2,2,3,3,2,2,3,2,2,2,2,2,2,2,9,4,1,2,4,2,2,2,2,2,3,,2,2,2,3,2,3,2,2,2,2,3,2,2,2,2,,2,4,2,8,3,1,3,2,2,3,2,2,2,3,2,2,2,2,2,1,3,2,2,3,2,2,2,5,3,2,2,2,3,3,3,4,4,2,2,3,2,3,2,2,2,,2,2,2
171,2,2,3,3,2,2,3,2,2,2,2,2,2,2,9,4,1,2,4,2,2,2,2,2,3,,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,,2,4,2,8,3,1,3,2,2,3,2,2,2,3,2,2,2,2,2,1,3,2,2,3,2,2,2,5,3,2,2,2,3,3,3,4,4,2,2,3,2,3,2,2,2,,2,2,2
172,2,2,3,3,2,2,3,2,2,2,2,2,2,2,9,4,1,2,4,2,2,2,2,2,3,,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,,2,4,2,8,3,1,3,2,2,3,2,2,2,3,2,2,2,2,2,1,3,2,2,3,2,2,2,5,3,2,2,2,3,3,3,4,4,2,2,3,2,3,2,2,2,,2,2,2
173,2,2,3,3,2,2,3,2,2,2,2,2,2,2,9,4,1,2,4,2,2,2,2,2,2,,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,,2,4,2,8,3,1,3,2,2,3,2,2,2,3,2,2,2,2,2,1,3,2,2,3,2,2,2,5,3,2,2,2,3,3,3,4,4,2,2,3,2,3,2,2,2,,2,2,2
174,2,2,3,3,2,2,3,2,2,2,2,2,2,2,9,4,1,2,4,2,2,2,2,2,2,,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,,2,4,2,8,3,1,3,2,2,2,2,2,2,3,2,2,2,2,2,1,3,2,2,3,2,2,2,5,3,2,2,2,3,3,3,4,4,2,2,3,2,3,2,2,2,,2,2,1
175,2,2,3,3,2,2,3,2,2,2,2,2,2,2,9,4,1,2,4,2,2,2,2,2,2,,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,,2,3,2,8,3,1,3,2,2,2,2,2,2,3,2,2,2,2,2,1,3,2,2,3,2,2,2,5,3,2,2,2,3,3,3,4,4,2,2,3,2,3,2,2,2,,2,2,1
176,2,2,3,3,2,2,3,2,2,2,2,2,2,2,9,4,1,2,4,2,2,2,2,2,2,,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,,2,3,2,8,3,1,3,2,2,2,2,2,2,3,2,2,2,2,2,1,3,2,2,3,2,2,2,5,3,2,2,2,3,3,3,3,4,2,2,3,2,3,2,2,2,,2,2,1
177,2,2,3,3,2,2,3,2,2,2,2,2,2,2,9,4,1,2,4,2,2,2,2,2,2,,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,,2,3,2,7,3,1,3,2,2,2,2,2,2,3,2,2,2,2,2,1,3,2,2,3,2,2,2,5,3,2,2,2,3,3,3,3,4,2,2,3,2,3,2,2,2,,2,2,1
178,2,2,3,3,2,2,3,2,2,2,2,2,2,2,9,4,1,2,4,2,2,2,2,2,2,,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,,2,3,2,7,3,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,3,2,2,3,2,2,2,5,3,2,2,2,3,3,2,3,4,2,2,3,2,3,2,2,2,,2,2,1
179,2,2,3,3,2,2,3,2,2,2,2,2,2,2,8,4,1,2,4,2,2,2,2,2,2,,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,,2,3,2,7,3,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,3,2,2,3,2,2,2,5,3,2,2,2,3,3,2,3,4,2,2,3,2,3,2,2,2,,2,2,1
180,2,2,3,3,2,2,3,2,2,2,2,2,2,2,8,4,1,2,4,2,2,2,2,2,2,,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,,2,3,2,7,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,3,2,2,3,2,2,2,5,3,2,2,2,3,3,2,3,4,2,2,3,2,3,2,2,2,,2,2,1
181,2,2,3,3,2,2,3,2,2,2,2,2,2,2,8,4,1,2,4,2,2,2,2,2,2,,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,,2,3,2,7,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,3,2,2,3,2,2,2,5,3,2,2,2,3,3,2,3,4,2,2,3,2,3,2,2,1,,2,2,1
182,2,2,3,3,2,2,3,2,2,2,2,2,2,2,8,4,1,2,4,2,2,2,2,2,2,,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,,2,3,2,7,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,3,2,2,3,2,2,2,4,3,2,2,2,3,3,2,3,4,2,2,3,2,3,2,2,1,,2,2,1
183,2,2,3,2,2,2,3,2,2,2,2,2,2,2,8,3,1,2,4,2,2,2,2,2,2,,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,,2,3,2,7,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,3,2,2,3,2,2,2,4,3,2,2,2,3,3,2,3,4,2,2,3,2,3,2,2,1,,2,2,1
184,2,2,3,2,2,2,3,2,2,2,2,2,2,2,8,3,1,2,4,2,2,2,2,2,2,,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,,2,3,2,7,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,3,2,2,3,2,2,2,4,3,2,2,2,3,3,2,3,4,2,2,3,2,3,2,2,1,,2,2,1
185,2,2,3,2,2,2,3,2,2,2,2,2,2,2,8,3,1,2,4,2,2,2,2,2,2,,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,,2,3,2,7,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,3,2,2,3,2,2,2,4,3,1,2,2,3,3,2,3,4,2,2,3,2,3,2,2,1,,2,2,1
186,2,2,3,2,2,2,3,2,2,2,2,2,2,2,8,3,1,2,4,2,2,2,2,2,2,,2,2,2,3,2,2,2,2,1,2,3,2,2,2,2,,2,3,2,7,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,3,2,2,2,4,3,1,2,2,3,3,2,3,3,2,2,3,2,3,2,2,1,,2,2,1
187,2,2,3,2,2,2,3,2,2,2,2,2,2,2,8,3,1,2,4,2,2,2,2,2,2,,2,2,2,3,2,2,2,2,1,2,3,2,2,2,2,,2,3,2,7,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,3,2,2,2,4,3,1,2,2,3,3,2,3,3,2,2,3,2,3,2,2,1,,2,2,1
188,2,2,3,2,2,2,3,2,2,2,2,2,2,2,7,3,1,2,4,2,2,2,2,2,2,,2,2,2,3,2,2,2,2,1,2,3,2,2,2,2,,2,3,2,7,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,3,2,2,2,4,3,1,2,2,3,3,2,3,3,2,2,3,2,3,2,2,1,,2,2,1
189,2,2,3,2,2,2,3,2,2,2,2,2,2,2,7,3,1,2,4,2,2,2,2,2,2,,2,2,2,3,2,2,2,2,1,2,3,2,2,2,2,,2,3,2,7,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,3,2,2,2,4,3,1,2,2,3,3,2,3,3,2,2,3,2,3,2,2,1,,2,1,1
190,2,2,3,2,2,2,3,2,2,2,2,2,2,2,7,3,1,2,4,2,2,2,2,2,2,,2,2,2,3,2,2,2,2,1,2,3,2,2,2,2,,2,3,2,7,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,3,2,2,2,4,3,1,2,2,3,3,2,3,3,2,2,3,2,3,2,2,1,,2,1,1
191,2,2,3,2,2,2,3,2,2,2,2,2,2,2,7,3,1,2,4,2,2,2,2,2,2,,2,2,2,3,2,2,2,2,1,2,3,2,2,2,2,,2,3,2,6,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,3,2,2,2,4,3,1,2,2,3,3,2,3,3,2,2,3,2,3,2,2,1,,2,1,1
192,2,2,3,2,2,2,3,2,2,2,2,2,2,2,7,3,1,2,4,2,2,2,2,2,2,,2,2,2,3,2,2,2,2,1,2,3,2,2,2,2,,2,3,2,6,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,4,3,1,2,2,3,3,2,3,3,2,2,3,2,3,2,2,1,,2,1,1
193,2,2,3,2,2,2,3,2,2,2,2,2,2,2,7,3,1,2,4,2,2,2,2,2,2,,2,2,2,3,2,2,2,2,1,2,3,2,2,2,2,,2,3,2,6,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,4,3,1,2,1,3,3,2,3,3,2,2,2,2,3,1,2,1,,2,1,1
194,2,2,3,2,2,2,2,2,2,2,2,2,2,2,7,3,1,2,4,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,,2,3,2,6,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,4,3,1,2,1,3,3,2,3,3,2,2,2,2,3,1,2,1,,2,1,1
195,2,2,3,2,2,2,2,2,2,2,2,2,2,2,7,3,1,2,4,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,,2,3,2,6,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,4,3,1,2,1,3,3,2,3,3,2,2,2,2,3,1,2,1,,2,1,1
196,2,2,3,2,2,2,2,2,2,2,2,2,2,2,7,3,1,2,4,2,2,2,2,2,2,,2,2,2,2,2,2,1,2,1,2,3,2,2,2,2,,2,3,2,6,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,4,3,1,2,1,3,3,2,3,3,2,2,2,2,3,1,2,1,,2,1,1
197,2,2,3,2,2,2,2,2,2,2,2,2,2,2,7,3,1,2,4,2,2,2,2,2,2,,2,2,2,2,2,2,1,2,1,2,3,2,2,2,2,,2,3,2,6,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,4,3,1,2,1,3,3,2,3,3,2,2,2,2,3,1,2,1,,2,1,1
198,2,2,3,2,2,2,2,2,2,2,2,2,2,2,7,3,1,2,4,2,2,2,2,2,2,,2,2,2,2,2,2,1,2,1,2,3,2,2,2,2,,2,3,2,6,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,4,3,1,2,1,3,2,2,3,3,2,2,2,2,3,1,2,1,,2,1,1
199,2,2,3,2,2,1,2,2,2,2,2,1,2,2,7,3,1,2,4,2,2,2,2,2,2,,2,2,2,2,2,2,1,2,1,2,3,2,2,2,2,,2,3,2,6,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,4,3,1,2,1,3,2,2,3,3,2,2,2,2,3,1,2,1,,2,1,1
200,2,2,3,2,2,1,2,2,2,2,2,1,2,2,7,3,1,2,3,2,2,2,2,2,2,,2,2,2,2,2,2,1,2,1,2,3,2,2,2,2,,2,3,2,6,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,4,2,1,2,1,3,2,2,3,3,2,2,2,2,3,1,2,1,,2,1,1
201,2,2,3,2,2,1,2,2,2,2,2,1,2,2,7,3,1,2,3,2,2,2,2,2,2,,2,2,2,2,2,2,1,1,1,2,3,2,2,2,2,,2,3,2,5,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,4,2,1,2,1,3,2,2,3,3,2,2,2,2,3,1,2,1,,2,1,1
202,2,2,3,2,2,1,2,2,2,2,2,1,2,2,7,3,1,2,3,2,2,2,2,2,2,,2,2,2,2,2,2,1,1,1,2,3,2,2,2,2,,2,3,2,5,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,4,2,1,2,1,3,2,2,3,3,2,2,2,2,3,1,2,1,,2,1,1
203,2,2,3,2,2,1,2,2,2,2,2,1,2,2,7,3,1,2,3,2,2,2,2,2,2,,2,2,2,2,2,2,1,1,1,2,3,2,2,2,2,,2,3,2,5,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,4,2,1,2,1,3,2,2,3,3,2,2,2,2,3,1,2,1,,2,1,1
204,2,2,3,2,2,1,2,2,2,2,2,1,2,2,6,3,1,2,3,2,2,2,2,2,2,,2,2,2,2,2,2,1,1,1,2,3,2,2,2,2,,2,3,2,5,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,4,2,1,2,1,3,2,2,3,3,2,2,2,2,3,1,2,1,,2,1,1
205,2,2,2,2,2,1,2,2,2,2,2,1,2,2,6,3,1,2,3,2,2,2,2,2,2,,2,2,2,2,2,2,1,1,1,2,3,2,2,2,2,,2,3,2,5,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,4,2,1,2,1,3,2,2,3,3,2,2,2,2,3,1,2,1,,2,1,1
206,2,2,2,2,2,1,2,1,2,2,2,1,2,2,6,3,1,2,3,2,2,2,2,2,2,,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,,2,3,2,5,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,4,2,1,2,1,3,2,2,3,3,2,2,2,2,2,1,2,1,,2,1,1
207,2,2,2,2,2,1,2,1,2,2,2,1,2,2,6,3,1,2,3,2,2,2,2,2,2,,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,,2,3,2,5,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,4,2,1,2,1,2,2,2,3,3,2,2,2,2,2,1,2,1,,2,1,1
208,2,2,2,2,2,1,2,1,2,2,2,1,2,2,6,3,1,2,3,2,2,2,2,2,2,,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,,2,3,2,5,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,4,2,1,2,1,2,2,2,3,3,2,2,2,2,2,1,1,1,,2,1,1
209,2,2,2,2,2,1,2,1,2,2,2,1,2,2,6,3,1,2,3,2,2,2,2,2,2,,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,,2,3,2,5,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,4,2,1,2,1,2,2,2,3,3,2,2,2,2,2,1,1,1,,2,1,1
210,2,2,2,2,2,1,2,1,2,2,2,1,2,2,6,3,1,2,3,2,2,2,2,1,2,,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,,2,3,2,5,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,4,2,1,2,1,2,2,2,3,3,2,2,2,2,2,1,1,1,,2,1,1
211,2,2,2,2,2,1,2,1,2,2,2,1,2,2,6,3,1,2,3,2,2,2,2,1,2,,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,,2,3,2,5,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,4,2,1,2,1,2,2,2,3,3,2,2,2,2,2,1,1,1,,2,1,1
212,2,2,2,2,2,1,2,1,2,2,2,1,2,2,6,3,1,2,3,2,2,2,2,1,2,,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,,2,3,2,5,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,4,2,1,2,1,2,2,2,3,3,2,2,2,2,2,1,1,1,,1,1,1
213,2,2,2,2,2,1,2,1,2,2,2,1,2,2,6,3,1,2,3,2,2,2,2,1,2,,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,,2,3,2,5,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,4,2,1,2,1,2,2,2,3,3,2,2,2,2,2,1,1,1,,1,1,1
214,2,2,2,2,2,1,2,1,2,2,2,1,2,2,6,3,1,2,3,2,2,2,2,1,2,,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,,2,3,2,5,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,4,2,1,2,1,2,2,2,3,3,2,2,2,2,2,1,1,1,,1,1,1
215,2,2,2,2,2,1,2,1,2,2,2,1,2,2,6,3,1,2,3,2,2,2,1,1,2,,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,,2,3,2,5,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,4,2,1,2,1,2,2,2,3,3,2,2,2,2,2,1,1,1,,1,1,1
216,2,2,2,2,2,1,2,1,2,2,2,1,2,2,6,3,1,2,3,2,2,2,1,1,2,,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,,2,3,2,5,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,4,2,1,2,1,2,2,2,3,3,2,2,2,2,2,1,1,1,,1,1,1
217,2,2,2,2,2,1,2,1,2,2,2,1,2,2,6,3,1,2,3,2,2,2,1,1,2,,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,,2,3,2,5,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,3,2,1,2,1,2,2,2,3,3,2,2,2,2,2,1,1,1,,1,1,1
218,2,2,2,2,2,1,2,1,2,2,2,1,2,2,6,3,1,2,3,2,2,2,1,1,2,,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,,2,3,2,5,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,3,2,1,2,1,2,2,2,3,3,2,2,2,2,2,1,1,1,,1,1,1
219,2,2,2,2,2,1,2,1,2,2,2,1,2,2,6,3,1,2,3,2,2,2,1,1,2,,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,,2,2,2,5,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,3,3,2,2,2,2,2,1,1,1,,1,1,1
220,2,2,2,2,2,1,2,1,2,1,2,1,2,2,6,3,1,2,3,2,2,2,1,1,2,,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,,2,2,2,5,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,3,3,2,2,2,2,2,1,1,1,,1,1,1
221,2,2,2,2,2,1,2,1,2,1,2,1,2,2,6,3,1,2,3,2,2,2,1,1,2,,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,,2,2,2,5,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,3,3,1,1,2,2,2,1,1,1,,1,1,1
